BusinessName,Category,Labels,OpenClosed,Town,Address,CurrentHours,HowToOrder,HowToGetIt,Phone,Menu,Website,PaymentsAccepted,Specials,Description,Email,Facebook,Instagram,Twitter,imageUrl,DeliveryLink
Sid's All American,American,"American, Burgers",Closed,Glen Cove,80 Glen Cove Ave,Mon-Sun 11m-8pm,"Store, Phone, Website, DoorDash","Takeout, Delivery",516-200-9071,http://sidsallamerican.com/menu/,http://sidsallamerican.com,"Cash, Credit, Debit, Apple Pay",,,,https://www.facebook.com/SidsAllAmerican/,https://www.instagram.com/sidsallamerican/,,http://sidsallamerican.com/wordpress/wp-content/themes/mes/img/pic-double.jpg,
Simpliciti Cafe,Cafe,"Cafe, Healthy",Open,Glen Cove,17 Bridge St.,Mon-Sat 10am-5pm,"Phone, Grubhub, DoorDash","Takeout, Delivery",516-801-1468,https://simpliciticafe.square.site/,https://simpliciticafe.square.site/,"Cash, Credit, Debit, Apple Pay",,,simpliciticafe@gmail.com,https://www.facebook.com/simpliciticafe/,https://www.instagram.com/simpliciticafe/,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/p960x960/91980922_135740051323848_6233493668288790528_o.jpg?_nc_cat=102&_nc_sid=9267fe&_nc_ohc=Uu3ABmam0oYAX_qeoHQ&_nc_ht=scontent-ort2-2.xx&_nc_tp=6&oh=1c946ff6a58b5db2ff5f4b22e5fb3f0d&oe=5EB3C4E2,
Sopah Thai Kitchen,Asian,"Thai, Lunch, Dinner",Open,Glen Cove,11 Cedar Swamp Rd,"Mon 11:30am-9pm, Wed-Sat 11:30am-9pm",Phone,"Takeout, Delivery",516-945-3688,https://www.zmenu.com/sopah-thai-kitchen-glen-cove-2-online-menu/,https://www.facebook.com/sopahthaikitchen/,"Cash, Credit, Debit",Lunch Specials,,sopahthai@gmail.com,https://www.facebook.com/sopahthaikitchen/,,,https://media-cdn.tripadvisor.com/media/photo-s/14/b1/ec/c0/photo2jpg.jpg,
Starbucks Downtown GC,Cafe,"Cafe, breakfast, coffee",Closed,Glen Cove,5 School St.,,,,516-759-5898,,https://www.starbucks.com,"Cash, Credit, Debit, Mobile App",,,,https://www.facebook.com/pages/category/Coffee-Shop/Starbucks-139056592793256/,,,,
Starbucks Sea Cliff,Cafe,"Cafe, Breakfast, Coffee",Open,Glen Cove,202 Glen Cove Ave suite a,Mon-Sun 6am-6pm,"Drive Thru, Mobile App",Drive Thru,516-759-0853,https://www.starbucks.com/menu,https://www.starbucks.com,"Cash, Credit, Debit, Mobile App",,,,,,,https://api.time.com/wp-content/uploads/2015/06/starbucks-frappuccino.jpg,
Subway ,Fast Food,"Fast Food, Sandwiches",Open,Glen Cove,217 Forest Ave.,"Mon-Sat 9am-9pm, Sun 9am-8pm",Phone,Takeout,516-629-6846,https://www.subway.com/en-US/MenuNutrition/Menu/All,https://www.subway.com/en-US,"Cash, Credit, Debit",,,,,,,https://assets3.thrillist.com/v1/image/2778185/size/gn-gift_guide_variable_c_2x.jpg,
Sweet Mandarin,Asian,"Chinese, Japanese",Closed,Glen Cove,18 Cottage Row,,Website,"Takeout, Delivery",516-671-2228,,https://www.sweetmandarinny.com,"Cash, Credit, Debit",,,sweetmandarin18@gmail.com,https://www.facebook.com/sweetmandarin18/,https://www.instagram.com/sweet_mandarin/,,,
Taco Bell,Fast Food,"Fast Food, Mexican, Tacos",Open,Glen Cove,98 Forest Ave.,"Sun-Thu 10am-9pm, Fri-Sat 10am-10pm","Drive Thru, Mobile App","Drive Thru, Takeout, Delivery",516-759-4669,https://www.tacobell.com/food,https://www.tacobell.com/?store=029787,"Cash, Credit, Debit",,,,https://www.facebook.com/Taco-Bell-202550353171213/,,,https://lh3.googleusercontent.com/proxy/oEanazvSqtWxg_Ltl_fqnSSWaa_WAzt68zdkL1wsutg7AMCsCtw1tCSOoXnC13D-9M53ImwtmWSQmmMBqU453l50i29KMUOoCoYlSjopE6-8qO1ufpcj5Wmi11v6nHb97CAk,
Thaiana,Asian,"Thai, Hibachi",Closed,Glen Cove,63 Glen St,,Phone,,516-218-9814,https://thaianatogo.com,http://www.glencovethaiana.com,"Cash, Credit, Debit",,,,,,,,
The Cove Restaurant and Oyster Bar,American,"American, Seafood",Closed,Glen Cove,74 Shore Rd,,,,516-676-1211,,http://www.thecoveny.com/?fbclid=IwAR1KUMj-HLNv3xDIrraRZWyLY0pADIZa-WqhQOH0DVZfg6cRdY1rwXCGta0#,"Cash, Credit, Debit",,,info@thecoveny.com,https://www.facebook.com/thecoveny/,https://www.instagram.com/thecoveny/,,,
Downtown Cafe,Italian,"Italian, Pizza, Pasta, Salads",Open,Glen Cove,4 School St,"Tues-Sun 11am-9pm, Mon 5pm-9pm","Phone, Seamless, Grubhub","Takeout, Delivery",516-759-2233,http://downtowncafeandpizza.com/wp-content/uploads/2018/02/DT_TakeoutMenu_2018.pdf,https://downtowncafeandpizza.com,"Cash, Credit, Debit",,,thedowntowncafe@gmail.com,https://www.facebook.com/thedowntowncafeandpizzeria/,,,https://slicelife.imgix.net/8623/photos/original/open-uri20171123-1146-d7qyrp?auto=compress&auto=format&h=464,https://www.grubhub.com/restaurant/the-downtown-cafe-4-school-st-glen-cove/560062?utm_source=google&utm_medium=cpc&utm_campaign=National%20%7C%20All%20%7C%20PPA%20%7C%2007&utm_content=560062&chiri_offerPromoOneLiner=6ClUAlSjVkWxuRTA694RfS&chiri_offerPromo=21U71uQgnUk02K0ngHeT1u&chiri_restaurant-banner=2dV3vstW4Y3GnfI4fpWvgl&gclid=CjwKCAjw7LX0BRBiEiwA__gNw4j_H5s0a-sWWn5rUmu_2RXQDZXXxb3IlqqfVESOmmt9ytp-Q3y76RoCU0EQAvD_BwE&gclsrc=aw.ds
The Marquess Tavern,American,American,Closed,Glen Cove,200 Dosoris Ln.,Mon-Sun 12pm-7pm,Phone,"Takeout, Delivery",516-751-5623,,https://www.glencovemansion.com,"Cash, Credit, Debit",,,info@glencovemansion.com,https://www.facebook.com/GlenCoveMansion/,https://www.instagram.com/themansionatglencove/,https://twitter.com/glencovemansion,,
The Polish Deli,European,"European, Polish",Open,Glen Cove,18 Forest Ave.,"Mon-Fri 7am-7pm, Sat 9am-5pm, Sun 10am-2pm",Phone,Curbside,516-277-1469,http://www.thepolishdeli.com/menu.html,http://www.thepolishdeli.com/index.html,"Cash, Credit, Debit, Apple/Google Pay",,,admin@thepolishdeli.com,https://www.facebook.com/delipolish/,,,https://lh3.googleusercontent.com/proxy/ur8x_Bik7pFa7WEVoL_7-_3yW5ncigi6BDd6UGb_zgPjLycFyVNc9a0IrjytR1ESQbmJCP3J_i8mUP-WExAsgRXMJEpxQ-59YR6QtH74C0V103aWYLpAcXawkcL8U8iMWFcIDrk,
The View Grill,American,"American, Greek, Pasta",Open,Glen Cove,111 Lattingtown Rd.,"Mon-Fri 11am-9pm, Sat 11am-11pm, Sun 11am-11pm","Phone, Doordash","Takeout, Curbside, Delivery",516-200-9603,https://www.theviewgrill.info/delivery-menu,https://viewgrillgc.com,"Cash, Credit, Debit",Daily Must Call,,viewgrillchef@gmail.com,https://www.facebook.com/TheViewGrillRestaurant/,,https://twitter.com/TheviewgrillGC,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/s960x960/73034845_2433017443402636_9020696657620107264_o.jpg?_nc_cat=103&_nc_sid=9267fe&_nc_ohc=vdaiNcS6VTAAX_Fd-GD&_nc_ht=scontent-ort2-2.xx&_nc_tp=7&oh=576afcf9ff870e0d36c477020d5762ff&oe=5EB59837,
Tokyo Sushi,Asian,"Asian, Sushi",Closed,Glen Cove,2 Glen St,,,,,,,,,,,,,,,
Villa Meci Pizzeria,Italian,"Italian, Pizza, Pasta, Salads",Open,Glen Cove,214 Glen Cove Ave.,Mon-Sun 11am-9pm,"Phone, Grubhub, Chownow, Seamless","Takeout, Delivery",516-801-4400,http://www.villameci.com/menu/,http://www.villameci.com,"Cash, Credit, Debit",,,,https://www.facebook.com/VillaMeciPizza/,https://www.instagram.com/villameci/,,http://www.villameci.com/wp-content/gallery/gallery01/IMG_4340.jpg,
Vito's Ristorante & Pizzeria,Italian,"Italian, Pizza, Pasta, Salads",Open,Glen Cove,91 Forest Ave.,Mon-Sun 11am-8pm,"Phone, Online","Curbside, Delivery",516-759-1366,https://www.vitospizzany.com/pizza-menu,https://www.vitospizzany.com,"Cash, Credit, Debit",,,,https://www.facebook.com/VitosPizzaNY/,https://www.instagram.com/vitospizzany/,,,
Wendy's ,Fast Food,"Fast Food, Burgers",Open,Glen Cove,210 Glen St,Mon-Sun 6:30am-12am,"Drive Thru, Grubhub, DoorDash, Postmates","Drive Thru, Delivery",516-676-7023,https://order.wendys.com/categories?site=menu,https://www.wendys.com/home,"Cash, Credit, Debit",,,,https://www.facebook.com/Wendys210GlenSt/,,,https://www.fastfoodmenuprices.com/wp-content/uploads/2018/02/wendysdouble.jpg,
Wild Fig,Mediterranean,Mediterranean,Open,Glen Cove,167 Glen St,Mon-Sun 4pm-8pm,Phone,Takeout,516-656-5645,https://cef861a9-8128-426a-a461-392e0ae101f7.filesusr.com/ugd/c94fa6_45d574c1555f4bcf97aac37577c810ce.pdf,https://www.wildfigonline.com,"Cash, Credit, Debit",,,,https://www.facebook.com/mywildifig,https://www.instagram.com/wildfig.mediterranean/?hl=en,,"https://static.wixstatic.com/media/c94fa6_21bdc475f8794bdca2bfc21c40f7d79e.jpg/v1/fill/w_784,h_436,al_c,q_90,usm_0.66_1.00_0.01/c94fa6_21bdc475f8794bdca2bfc21c40f7d79e.webp",
Wings Plus Deli,American,"American, Wings",Open,Glen Cove,46 School St,Mon-Sun 12pm-8pm,"Phone, Grubhub, Seamless, Postmates, DoorDash","Takeout, Delivery",516-723-9378,https://www.wingsplusdeli.com/#/,https://www.wingsplusdeli.com/#/,"Cash, Credit, Debit",On Website,,felixcoronel17@hotmail.com,https://www.facebook.com/Wings-Plus-Deli-110441567168875/,,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/50231544_10155901357700009_5083196487484047360_n.jpg?_nc_cat=101&_nc_sid=8bfeb9&_nc_ohc=kv7s4Ywy_08AX-90Nqw&_nc_ht=scontent-ort2-2.xx&oh=cf37158b39ca4c322ef84f520aea4027&oe=5EB41AAC,
Zouji Dumpling House,Asian,"Asian, Dumplings",Open,Glen Cove,188 Glen Cove Ave,Mon-Sun 10am-10pm,"Phone, Grubhub","Takeout, Delivery Service",516-801-4848,https://www.zoujidumpling.com/menu,https://www.zoujidumpling.com/,,,,,,,,http://www.zoujidumplinghouse.com/wp-content/uploads/photo-gallery/imported_from_media_libray//Dumpling.jpg,
St. Rocco's Bakery,Bakery,"Bakery, Italian, Pizza, Pasta",Closed,Glen Cove,4 St Rocco Pl,"Mon-Sat 7am-7pm, Sun 7am-5pm",Phone,Takeout,516-427-5333,https://www.facebook.com/StRoccosBakery,https://www.facebook.com/StRoccosBakery,Cash,,,,https://www.facebook.com/StRoccosBakery,,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/13872991_1336855363011162_6997747463597871166_n.jpg?_nc_cat=103&_nc_sid=8bfeb9&_nc_ohc=vX6K_4RKhKkAX8CwOFJ&_nc_ht=scontent-ort2-2.xx&oh=7163092581908c079e3fc690108c81be&oe=5EB4D786,
Rising Tide Natural Market,Market,"Market, Healthy",Open,Glen Cove,42 Forest Ave,"Mon-Tue 8am-5pm, Thu-Sun 8am-5pm",Phone,Curbside,516-676-7895,https://risingtidemarket.com/current-selections/,https://risingtidemarket.com/,Credit,,,,https://www.facebook.com/RisingTideNaturalMarket,,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/s960x960/65568092_2485821191469535_8292883611447721984_o.jpg?_nc_cat=108&_nc_sid=2c4854&_nc_ohc=WSwqI6Qc7UEAX9P-jHD&_nc_ht=scontent-ort2-2.xx&_nc_tp=7&oh=8ed0e3e1c263578405b26b9d5e448d2c&oe=5EB67DE1,
La Placita Supermarket,Market,Market,Open,Glen Cove,210 Glen St,Mon-Sun 7am-8pm,Store,Store,516-200-5777,https://www.facebook.com/LaPlacitaGlenCove/,https://www.facebook.com/LaPlacitaGlenCove/,"Cash, Credit, Debit",,,,,,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/21192696_1646851742053384_2346967567543849412_n.jpg?_nc_cat=108&_nc_sid=e3f864&_nc_ohc=yvlfPWoRfwkAX_MorDd&_nc_ht=scontent-ort2-2.xx&oh=4c3dd33d3b3551a8b2a7b13d58925ec7&oe=5EB4A8D2,
Stop & Shop,Market,Market,Open,Glen Cove,177 Forest Ave,Mon-Sun 7:30am-8pm,Store,Store,516-759-1440,https://stopandshop.com/,https://stores.stopandshop.com/ny/glen-cove/177-forest-avenue,"Cash, Credit, Debit",,,,,,,https://media2.fdncms.com/clevescene/imager/u/original/32678071/dsc_3814.jpg,
King Kullen,Market,Market,Open,Glen Cove,77 Forest Ave,Mon-Sun 8am-8pm,Store,Store,516-759-2000,http://kingkullen.mywebgrocer.com/StoreLocator.aspx,https://www.kingkullen.com/glen-cove/,"Cash, Credit, Debit",http://kingkullen.mywebgrocer.com/StoreLocator.aspx,,,,,,https://www.kingkullen.com/wp-content/uploads/2017/06/Seasonal-Vegetables.jpg,
North Shore Farms,Market,Market,Open,Glen Cove,190 Glen Cove Ave,Mon-Sun 7am-8pm,Store,Store,516-609-0303,http://northshorefarms.com/circular/,http://northshorefarms.com/,"Cash, Credit, Debit",http://northshorefarms.com/circular/,,,,,,https://s3-media2.fl.yelpcdn.com/bphoto/Z4dFCFnkxyltilESk7ZFIw/o.jpg,
Conscious Kitchen,American,"American, Healthy, Juices",Open,Glen Cove,Glen Cove,Mon-Sun 9am-5pm,Website,Delivery,516-946-1784,https://www.consciouskitchenli.com/menus,https://www.consciouskitchenli.com/,"Credit, Debit",,,,,,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/p960x960/90661392_938168966617753_1496784523424169984_o.jpg?_nc_cat=103&_nc_sid=9267fe&_nc_ohc=Ia5GYJIJK58AX8qvDTs&_nc_ht=scontent-ort2-2.xx&_nc_tp=6&oh=98f37fc52d75a0559cf7e400d4b610a4&oe=5EBE2336,
The Metropolitan Bistro,American,Bistro,Open,Sea Cliff,39 Roslyn Ave,Mon-Sun 5pm-8pm,"Phone, Doordash, Uber Eats","Curbside, Delivery Service",516-801-4500,http://www.themetropolitanbistro.com/take-out-menu/,http://www.themetropolitanbistro.com,"Cash, Credit, Debit",http://www.themetropolitanbistro.com/2020/03/curbside-pick-up-now-available/,,manager@themetropolitanbistro.com,https://www.facebook.com/TheMetropolitanBistro/,,,https://d1ralsognjng37.cloudfront.net/dcf26d30-1968-45ff-ac86-7b16fc50871e,
Still Partners ,American,"American, Bar",Open,Sea Cliff,225 Sea Cliff Ave,,,,516-200-9229,http://www.stillpartners.com/menu-1,http://www.stillpartners.com,"Cash, Credit, Debit",,,stillpartners@gmail.com,https://www.facebook.com/StillPartnersBar,,,https://images.squarespace-cdn.com/content/v1/51f07176e4b042671f319508/1405516385866-XXJ7VK8WWKZ99WO02V25/ke17ZwdGBToddI8pDm48kFYufgm8QcJp5Lc66-xabSF7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UeTte-rLZmzduGNbNTRTN8gT5Yt25F5_6JUVoYI4Mz58B_rxXnGcBlRHfueBT1dxxQ/salmon.jpg.jpg?format=2500w,
Il Villaggio Pizzeria & Ristorante,Italian,"Italian, Pizza, Pasta, Salads",Open,Sea Cliff,227 Sea Cliff Ave #1210,Tue-Sat 11:30am-8pm,"Phone, Website","Takeout, Delivery",516-671-6622,https://slicelife.com/restaurants/ny/sea-cliff/11579/ii-villaggio-pizzeria/menu?segment_id=e5c91015-8b1f-410b-b7e6-b49db152ef1c&utm_campaign=partner_websites,https://www.iivillaggiopizzeria.com,"Cash, Credit, Debit",,,ilvillaggiopizza@gmail.com,https://www.facebook.com/IlVillaggioPizza/,,,https://s3-media0.fl.yelpcdn.com/bphoto/JRYrynWcA8vo8ch67SKNUQ/o.jpg,
Tavern 227,American,"American, Italian, Bar",Open,Sea Cliff,227 Sea Cliff Ave,Tue-Sat 3pm-8pm,Phone,"Curbside, Delivery",516-200-9179,https://www.tavern227.com/menu,https://www.tavern227.com,"Cash, Credit, Debit",,,tavern227@gmail.com,https://www.facebook.com/tavern227/,https://www.instagram.com/tavern227/,,https://www.liherald.com/uploads/original/20190329-124614-51079%20B%20SC%20GC%20Tavern%20Chef%20AS%203_28_NOISY_CMYK.jpg,
The Onion Tree,Indian,"Indian, Indian Fusion, American",Open,Sea Cliff,242 Sea Cliff Ave,Wed-Sun 2pm-8pm,Phone,"Curbside, Delivery",516-801-4292,https://www.theoniontree.com,https://www.theoniontree.com,"Cash, Credit, Debit",On Website,,info@theoniontree.com,https://www.facebook.com/theoniontreeseacliff/,,,https://www.theoniontree.com/uploads/1/6/1/4/16142188/published/img-2779.jpg?1585143284,
The Wells Cafe & Apothecary,Cafe,"Cafe, Sandwiches, Grocery",Open,Sea Cliff,304 Sea Cliff Ave,Thu-Tue 8am-5pm,"Phone, Website","Takeout, Delivery",516-671-2493,https://thewellscafe.com,https://thewellscafe.com,"Cash, Credit, Debit",,,hello@thewellscafe.com,https://www.facebook.com/thewellscafe/,https://www.instagram.com/thewellscafe/,,https://instagram.fapa1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/90714792_533862910886855_7353693217251596823_n.jpg?_nc_ht=instagram.fapa1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=pNHtfZK_EocAX8qm5fT&oh=709f86a07746f71ab631fc34c424d525&oe=5EBCBE68,
K C Gallaghers,Bar & Grill,Bar & Grill,Open,Sea Cliff,325 Sea Cliff Ave,Mon-Sun 12pm-6pm,Phone,Takout,516-656-0996,https://www.kcgallaghersseacliff.com/menu,https://www.kcgallaghersseacliff.com/,"Cash, Credit, Debit",,,,,,,https://digitalmarketing.blob.core.windows.net/5310/images/items/image44166.jpg,
Maldon & Mignonette,American,"Gluten/Dairy free friendly, vegan",Closed,Sea Cliff,243 Glen Cove Ave,,,,516-801-3250,,https://www.maldonmignonette.com,,,,,https://www.facebook.com/maldonandmignonette/,https://www.instagram.com/maldonmignonette/,,,
Tre Sorelle Ristorante,Italian,"Pasta, Salads, Soups, Pizza",Open,Sea Cliff,347 Glen Cove Ave,Mon-Sun 4pm-8pm,Phone,"Takeout, Delivery",516-676-2900,https://www.tresorelleristorante.com/menu,https://www.tresorelleristorante.com,"Cash, Credit, Debit",,,,https://www.facebook.com/pages/category/Italian-Restaurant/Tre-Sorelle-Ristorante-116662098490171/,https://www.instagram.com/tresorelleseacliff/,,,
La Spezia,Italian,"Pasta, Salads, Soups",Open,Sea Cliff,400 Glen Cove Ave,"Tue-Thu 5pm-10pm, Fri-Sat 5pm-11pm, Sun 5pm-9pm",Phone,"Curbside, Delivery",516-801-4155,https://laspeziafamilystyle.com/pdf/LaSpezia_Takeout_Menu-WEB.pdf,https://laspeziafamilystyle.com,"Cash, Credit, Debit",,,info@laspeziafamilystyle.com,https://www.facebook.com/Laspeziarestaurant/,,,https://laspeziafamilystyle.com/images/slider.jpg,
Pezzi Pizza,Italian,Pizza,Open,Sea Cliff,500 Glen Cove Ave,"Sun-Thu 11am-8pm, Fri-Sat 11am-8:30pm","Phone, Website","Takeout, Curbside, Delivery",516-671-7222,www.pezzipizza.com,https://pezzipizza.business.site,"Cash, Credit, Debit",http://www.kpsearch.com/Email-Cpn-pezzipizza.htm,,pezzipizza@verizon.net,https://www.facebook.com/PezziPizza/,,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/p960x960/70276318_10156160110577030_6942220949244608512_o.jpg?_nc_cat=106&_nc_sid=9267fe&_nc_ohc=C74i2IZoU6kAX8A0wtV&_nc_ht=scontent-ort2-2.xx&_nc_tp=6&oh=10675ae6b21c65a2478ad3ec141d849c&oe=5EBCAF05,
Blu Iguana ,Latin,"Mexican, Modern",Closed,Sea Cliff,494 Prospect Ave,,,,516-801-6336,https://www.bluiguanamexican.com/menu.html,https://www.bluiguanamexican.com,"Cash, Credit, Debit",,,,https://www.facebook.com/Blu-Iguana-Fun-Modern-Mexican-1599837600134723/,https://www.instagram.com/bluiguanamodernmexican/?hl=en,,,
Arata's Delicatessen & Cafe,Deli,"Cafe, Deli, Grocery",Open,Sea Cliff,303 Sea Cliff Ave,Mon-Sun 6am-7pm,Phone,"Takeout, Curbside",516-671-0290,https://aratasdeli.wixsite.com/aratasdeli/menus,https://aratasdeli.wixsite.com/aratasdeli,"Cash, Credit, Debit",,,,https://www.facebook.com/Aratas-Deli-Sea-Cliff-495541700608418/,,,"https://static.wixstatic.com/media/d09a8429a4594780aa9f7b53a3875b51.jpg/v1/fill/w_985,h_573,al_c,q_85,usm_0.66_1.00_0.01/d09a8429a4594780aa9f7b53a3875b51.webp",
Vinizzo,Winery,Winery,Closed,Sea Cliff,343 Sea Cliff Ave,,,,,http://www.vinizzo.com/#wines-section,http://www.vinizzo.com,"Cash, Credit, Debit",,,hello@vinizzo.com,https://www.facebook.com/vinizzowine,https://www.instagram.com/vinizzo_wine/,,,
Dunkin' Donuts Sea Cliff,Cafe,"Cafe, Breakfast, Donuts, Coffee",Open,Sea Cliff,347 Glen Cove Ave,Mon-Sat 6am-4pm,Mobile App,Takeout,516-676-4308,https://www.dunkindonuts.com/en/food-drinks,https://www.dunkindonuts.com/en,"Cash, Credit, Debit, Mobile App",,,,,,,https://static01.nyt.com/images/2018/09/26/business/26DUNKIN02/merlin_144328491_8c732b71-be5c-45a8-91f8-1abc7bb526b1-superJumbo.jpg,
COCO Confections + Coffee,Cafe,"Coffee, Cafe",Open,Sea Cliff,365 Glen Cove Ave,"Mon-Fri 7am-7pm, Sat 9am-6pm, Sun 9am-4pm","Phone, Email","Curbside, Delivery",516-277-2657,,https://www.coco-li.com,"Cash, Credit, Debit",,,Kenniff@coco-li.com,https://www.facebook.com/cococonfectionsandcoffee/,https://www.instagram.com/cocoseacliff/,,https://images.squarespace-cdn.com/content/v1/5b5e166b12b13f393a1ddb78/1549225814931-9ZNCDG1YL3K0IZVHQ7DR/ke17ZwdGBToddI8pDm48kCS_pdVouC--abksbY7Vqax7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0k5fwC0WRNFJBIXiBeNI5fJfWsWDhkGl2JKiDhnC4sraUEUIVQrXK1lCVaNofGX3SA/IMG_0242.jpeg,
Subway ,Fast Food,"Fast Food, Sandwiches",Closed,Sea Cliff,347 Glen Cove Ave,,,,516-801-0320,,,,,,,,,,,
Sea Cliff Bagel Cafe,Cafe,"Cafe, Bagels, Breakfast, Coffee",Open,Sea Cliff,478 Glen Cove Ave,"Mon-Fri 5:30am-4pm, Sat-Sun 5:30am-3pm",Phone (Text:516-849-2479),"Curbside, Delivery",516-671-0100,https://seacliffbagelcafeny.com/daily-menu-279.htm,https://seacliffbagelcafeny.com,"Cash, Credit, Debit",,,,https://www.facebook.com/scbagelcafe/,https://www.instagram.com/seacliffbagelcafe/,https://twitter.com/seacliffbagel,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/46523461_1687602991343969_3792273831071055872_n.jpg?_nc_cat=104&_nc_sid=8bfeb9&_nc_ohc=pCekacxctjEAX8-pqOf&_nc_ht=scontent-ort2-2.xx&oh=f05d1d850324cb5020c76d55dc11a1c5&oe=5EBE162F,
Polish Kitchen,European,"European, Polish, Deli, Grocery",Open,Sea Cliff,602 Glen Cove Ave,"Mon-Fri 7am-7pm, Sat 7am-5pm, Sun 8am-3pm",Phone,"Takeout, Delivery",516-277-1957,,,"Cash, Credit, Debit",,,,https://www.facebook.com/polishkitchenseacliff/,,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/57294194_806757693021457_3796761066873028608_n.jpg?_nc_cat=111&_nc_sid=8bfeb9&_nc_ohc=iSHrfh7nYqcAX_lts-C&_nc_ht=scontent-ort2-2.xx&oh=143d5d4f7a64c70c357d21672847288c&oe=5EC01245,
Sea Cliff Natural Market,Deli,"Grocery, Deli",Open,Sea Cliff,347 Glen Cove Ave,"Mon-Sat 8am-8pm, Sun 8:30am-7pm",Store,Store,516-674-8663,,,"Cash, Credit, Debit",,,,,,,https://s3-media0.fl.yelpcdn.com/bphoto/bF1XBPVujJb3R4b0ckP90w/o.jpg,
Sam's Deli,Deli,"Deli, Sandwiches",Open,Glen Head,636 Glen Cove Ave,"Mon-Fri 6am-3:30pm, Sat 7am-3pm",Phone,Takeout,516-759-6634,,,"Cash, Credit, Debit",,,,,,,https://d1bjorv296jxfn.cloudfront.net/s3fs-public/styles/recipes_header_image/public/recipe-images/sargento/Engine-House-Special.jpg?itok=vBStVk_r,
Ralph's Italian Ices,Desserts,"Desserts, Ice Cream",Open,Glen Head,685 Glen Cove Ave,Mon-Sun 11am-10pm,"Store, Phone, Doordash, Uber Eats","Takeout, Delivery",516-609-0903,https://www.doordash.com/store/ralph-s-italian-ices-glen-head-873357/en-US,https://www.ralphsices.com,"Cash, Credit",,,,https://www.facebook.com/RalphsFamous/,https://www.instagram.com/ralphsfamous/,https://twitter.com/RalphsFamous,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/13524290_1048558018595314_6053164294399474749_n.jpg?_nc_cat=103&_nc_sid=e3f864&_nc_ohc=N6Vi3pQSTK8AX-OObG3&_nc_ht=scontent-ort2-2.xx&oh=df13ae0fde1ca99489133a18fa8cb028&oe=5EB6FE74,
I Ada Cake,Bakery,"Desserts, Bakery",Closed,Glen Head,4 Rose St,Mon-Sat 9am-6pm,"Phone, Email",Takeout,516-697-3189,,https://www.iadacake.com,"Cash, Credit",,,iadacake.ab@gmail.com,https://www.facebook.com/IAdaCake/,,,,
Ciro's Pizzeria of the North Shore,Italian,"Pizza, Pasta, Salads",Open,Glen Head,689 Glen Cove Ave,"Tue-Sat 11am-9:30pm, Sun 12pm-9pm, Mon 11am-9pm","Phone, Uber Eats, Doordash","Takeout, Curbside, Delivery",516-671-8982,http://cirosofthenorthshore.com/#menu1,http://cirosofthenorthshore.com,"Cash, Credit, Debit",,,,https://www.facebook.com/cirospizzeriaofthenorthshore/,,,http://cirosofthenorthshore.com/img/image03.jpg,
Sunrise,Asian,Chinese,Closed,Glen Head,683 Glen Cove Ave,,,,516-671-3030,,,,,,,,,,,
Lucky Penguin Frozen Yogurt,Desserts,Self Serve Frozen Yogurt,Closed ,Glen Head,673B Glen Cove Ave,,,,516-583-5161,,,"Cash, Credit, Debit",,,lucky2019li@gmail.com,https://www.facebook.com/luckypenguinsweets/,,,,
Grassroots Naturally Delicious,Deli,"Deli, Smoothies, Juices, Healthy",Open,Glen Head,671 Glen Cove Ave,"Mon-Fri 8am-4pm, Sat 8am-3pm","Phone, Email","Takeout, Curbside, Delivery ($25 min)",516-671-1616,https://grassrootsme.com/dailymenu/03302020_menu.pdf,https://grassrootsme.com,"Cash, Credit, Debit",,,rob@grassrootsme.com,https://www.facebook.com/Grassroots-218447210391/,,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/p960x960/42642847_10161029503060392_5068081647165898752_o.jpg?_nc_cat=111&_nc_sid=9267fe&_nc_ohc=vQ6U_xDFIHIAX_-pkzQ&_nc_ht=scontent-ort2-2.xx&_nc_tp=6&oh=2846be8a1197331534393cc8b9b1f2b6&oe=5EBEAF45,
